año,region,sector_inversion,proyecto,inversion_total,inversion_ejecutada,porcentaje_avance,fecha_inicio,fecha_termino_estimada
2025,Metropolitana,Energía,Proyecto Energía 7 - Metropolitana,781777919,626798603,80.2,2024-09-01,2025-07-30
2025,Metropolitana,Transporte,Proyecto Transporte 1 - Metropolitana,1809368146,1084320377,59.9,2024-01-01,2025-12-30
2025,Metropolitana,Transporte,Proyecto Transporte 2 - Metropolitana,933614883,524681310,56.2,2024-01-01,2025-06-30
2025,Metropolitana,Transporte,Proyecto Transporte 3 - Metropolitana,843816009,443413485,52.5,2024-05-01,2025-08-30
2025,Metropolitana,Transporte,Proyecto Transporte 4 - Metropolitana,1131413690,503730848,44.5,2024-03-01,2025-12-30
2025,Metropolitana,Transporte,Proyecto Transporte 5 - Metropolitana,1488043359,974629839,65.5,2024-04-01,2025-12-30
2025,Metropolitana,Transporte,Proyecto Transporte 6 - Metropolitana,1769395319,878219728,49.6,2024-07-01,2025-08-30
2025,Metropolitana,Transporte,Proyecto Transporte 7 - Metropolitana,1598334701,353775249,22.1,2024-01-01,2025-10-30
2025,Metropolitana,Conectividad,Proyecto Conectividad 1 - Metropolitana,1579286684,338760765,21.5,2024-04-01,2025-11-30
2025,Metropolitana,Conectividad,Proyecto Conectividad 2 - Metropolitana,1456721756,721347039,49.5,2024-10-01,2025-06-30
2025,Metropolitana,Conectividad,Proyecto Conectividad 3 - Metropolitana,295540458,156395601,52.9,2024-04-01,2025-10-30
2025,Metropolitana,Conectividad,Proyecto Conectividad 4 - Metropolitana,342228458,142993259,41.8,2024-08-01,2025-10-30
2025,Metropolitana,Conectividad,Proyecto Conectividad 5 - Metropolitana,1024079215,437449919,42.7,2024-02-01,2025-08-30
2025,Metropolitana,Conectividad,Proyecto Conectividad 6 - Metropolitana,1318180502,863617497,65.5,2024-04-01,2025-07-30
2025,Metropolitana,Desarrollo Social,Proyecto Desarrollo Social 1 - Metropolitana,1238155793,942780185,76.1,2024-10-01,2025-11-30
2025,Metropolitana,Desarrollo Social,Proyecto Desarrollo Social 2 - Metropolitana,531966867,233468283,43.9,2024-10-01,2025-11-30
2025,Metropolitana,Desarrollo Social,Proyecto Desarrollo Social 3 - Metropolitana,1268405499,1052119438,82.9,2024-08-01,2025-11-30
2025,Metropolitana,Desarrollo Social,Proyecto Desarrollo Social 4 - Metropolitana,291509745,88855792,30.5,2024-08-01,2025-09-30
2025,O'Higgins,Educación,Proyecto Educación 1 - O'Higgins,1871024736,1033005006,55.2,2024-04-01,2025-10-30
2025,O'Higgins,Educación,Proyecto Educación 2 - O'Higgins,1852748824,1233543320,66.6,2024-10-01,2025-06-30
2025,O'Higgins,Educación,Proyecto Educación 3 - O'Higgins,1194947884,699489077,58.5,2024-06-01,2025-08-30
2025,O'Higgins,Educación,Proyecto Educación 4 - O'Higgins,1499244047,1270599752,84.7,2024-06-01,2025-08-30
2025,O'Higgins,Salud,Proyecto Salud 1 - O'Higgins,315152287,279815193,88.8,2024-04-01,2025-11-30
2025,O'Higgins,Salud,Proyecto Salud 2 - O'Higgins,1691232499,618512695,36.6,2024-06-01,2025-12-30
2025,O'Higgins,Infraestructura,Proyecto Infraestructura 1 - O'Higgins,1223423327,512861705,41.9,2024-09-01,2025-10-30
2025,O'Higgins,Infraestructura,Proyecto Infraestructura 2 - O'Higgins,736874759,546969429,74.2,2024-05-01,2025-07-30
2025,O'Higgins,Infraestructura,Proyecto Infraestructura 3 - O'Higgins,733648426,307057510,41.9,2024-09-01,2025-07-30
2025,O'Higgins,Infraestructura,Proyecto Infraestructura 4 - O'Higgins,1847725671,696734475,37.7,2024-02-01,2025-08-30
2025,O'Higgins,Agua Potable,Proyecto Agua Potable 1 - O'Higgins,1845063977,1051049143,57.0,2024-11-01,2025-09-30
2025,O'Higgins,Agua Potable,Proyecto Agua Potable 2 - O'Higgins,1834223979,547664712,29.9,2024-09-01,2025-12-30
2025,O'Higgins,Agua Potable,Proyecto Agua Potable 3 - O'Higgins,414475303,52681190,12.7,2024-01-01,2025-06-30
2025,O'Higgins,Energía,Proyecto Energía 1 - O'Higgins,1203117865,728862554,60.6,2024-12-01,2025-07-30
2025,O'Higgins,Energía,Proyecto Energía 2 - O'Higgins,1360721006,329877924,24.2,2024-04-01,2025-06-30
2025,O'Higgins,Energía,Proyecto Energía 3 - O'Higgins,382459182,165107361,43.2,2024-12-01,2025-12-30
2025,O'Higgins,Energía,Proyecto Energía 4 - O'Higgins,1994061078,1000532126,50.2,2024-01-01,2025-10-30
2025,O'Higgins,Energía,Proyecto Energía 5 - O'Higgins,854904419,377381418,44.1,2024-08-01,2025-08-30
2025,O'Higgins,Energía,Proyecto Energía 6 - O'Higgins,763835298,362505128,47.5,2024-01-01,2025-10-30
2025,O'Higgins,Transporte,Proyecto Transporte 1 - O'Higgins,996927195,550177109,55.2,2024-02-01,2025-06-30
2025,O'Higgins,Transporte,Proyecto Transporte 2 - O'Higgins,1573502471,727951128,46.3,2024-02-01,2025-11-30
2025,O'Higgins,Transporte,Proyecto Transporte 3 - O'Higgins,937449219,394300936,42.1,2024-06-01,2025-08-30
2025,O'Higgins,Transporte,Proyecto Transporte 4 - O'Higgins,394956467,96978600,24.6,2024-07-01,2025-12-30
2025,O'Higgins,Transporte,Proyecto Transporte 5 - O'Higgins,1531167819,486668651,31.8,2024-03-01,2025-11-30
2025,O'Higgins,Transporte,Proyecto Transporte 6 - O'Higgins,1100499086,815029422,74.1,2024-07-01,2025-09-30
2025,O'Higgins,Conectividad,Proyecto Conectividad 1 - O'Higgins,1747288144,745021991,42.6,2024-09-01,2025-12-30
2025,O'Higgins,Conectividad,Proyecto Conectividad 2 - O'Higgins,582388271,149610002,25.7,2024-08-01,2025-11-30
2025,O'Higgins,Conectividad,Proyecto Conectividad 3 - O'Higgins,744615367,413674651,55.6,2024-03-01,2025-06-30
2025,O'Higgins,Desarrollo Social,Proyecto Desarrollo Social 1 - O'Higgins,552547283,99211585,18.0,2024-08-01,2025-11-30
2025,O'Higgins,Desarrollo Social,Proyecto Desarrollo Social 2 - O'Higgins,1246075064,928924187,74.5,2024-04-01,2025-09-30
2025,O'Higgins,Desarrollo Social,Proyecto Desarrollo Social 3 - O'Higgins,1369361759,361494300,26.4,2024-07-01,2025-07-30
2025,O'Higgins,Desarrollo Social,Proyecto Desarrollo Social 4 - O'Higgins,124703654,21000946,16.8,2024-07-01,2025-10-30
2025,O'Higgins,Desarrollo Social,Proyecto Desarrollo Social 5 - O'Higgins,150411187,36873054,24.5,2024-04-01,2025-10-30
2025,Maule,Educación,Proyecto Educación 1 - Maule,1437497656,1190965662,82.8,2024-05-01,2025-09-30
2025,Maule,Educación,Proyecto Educación 2 - Maule,738145128,561053678,76.0,2024-03-01,2025-12-30
2025,Maule,Educación,Proyecto Educación 3 - Maule,165033410,126171938,76.5,2024-05-01,2025-11-30
2025,Maule,Educación,Proyecto Educación 4 - Maule,1570285594,612735356,39.0,2024-05-01,2025-09-30
2025,Maule,Educación,Proyecto Educación 5 - Maule,517069997,454834321,88.0,2024-12-01,2025-06-30
2025,Maule,Salud,Proyecto Salud 1 - Maule,1174975577,1043723579,88.8,2024-07-01,2025-06-30
2025,Maule,Salud,Proyecto Salud 2 - Maule,1021078897,520715648,51.0,2024-09-01,2025-07-30
2025,Maule,Salud,Proyecto Salud 3 - Maule,1303608617,399308549,30.6,2024-06-01,2025-11-30
2025,Maule,Infraestructura,Proyecto Infraestructura 1 - Maule,901237475,185493570,20.6,2024-02-01,2025-12-30
2025,Maule,Infraestructura,Proyecto Infraestructura 2 - Maule,1398049327,1059815200,75.8,2024-05-01,2025-07-30
2025,Maule,Infraestructura,Proyecto Infraestructura 3 - Maule,1195381303,381618519,31.9,2024-01-01,2025-10-30
2025,Maule,Infraestructura,Proyecto Infraestructura 4 - Maule,1337698737,1021725524,76.4,2024-07-01,2025-10-30
2025,Maule,Agua Potable,Proyecto Agua Potable 1 - Maule,366035223,113817570,31.1,2024-06-01,2025-08-30
2025,Maule,Agua Potable,Proyecto Agua Potable 2 - Maule,1235084894,716859931,58.0,2024-09-01,2025-10-30
2025,Maule,Agua Potable,Proyecto Agua Potable 3 - Maule,433205429,360223118,83.2,2024-10-01,2025-10-30
2025,Maule,Energía,Proyecto Energía 1 - Maule,1564731616,684771694,43.8,2024-02-01,2025-09-30
2025,Maule,Energía,Proyecto Energía 2 - Maule,1921391636,475538159,24.7,2024-05-01,2025-09-30
2025,Maule,Energía,Proyecto Energía 3 - Maule,1564873258,241929036,15.5,2024-11-01,2025-08-30
2025,Maule,Energía,Proyecto Energía 4 - Maule,775778161,523833904,67.5,2024-07-01,2025-08-30
2025,Maule,Energía,Proyecto Energía 5 - Maule,1903682914,794443999,41.7,2024-08-01,2025-11-30
2025,Maule,Transporte,Proyecto Transporte 1 - Maule,1491886984,405722101,27.2,2024-04-01,2025-12-30
2025,Maule,Transporte,Proyecto Transporte 2 - Maule,598301684,344659070,57.6,2024-11-01,2025-06-30
2025,Maule,Transporte,Proyecto Transporte 3 - Maule,1043095869,602361035,57.7,2024-02-01,2025-06-30
2025,Maule,Transporte,Proyecto Transporte 4 - Maule,1564733187,289911578,18.5,2024-09-01,2025-06-30
2025,Maule,Transporte,Proyecto Transporte 5 - Maule,884307746,587127673,66.4,2024-08-01,2025-07-30
2025,Maule,Transporte,Proyecto Transporte 6 - Maule,973394874,156470041,16.1,2024-02-01,2025-10-30
2025,Maule,Transporte,Proyecto Transporte 7 - Maule,104444842,91301452,87.4,2024-06-01,2025-07-30
2025,Maule,Conectividad,Proyecto Conectividad 1 - Maule,785850404,136160887,17.3,2024-11-01,2025-06-30
2025,Maule,Conectividad,Proyecto Conectividad 2 - Maule,359955398,309629992,86.0,2024-07-01,2025-06-30
2025,Maule,Conectividad,Proyecto Conectividad 3 - Maule,451752564,241019370,53.4,2024-08-01,2025-08-30
2025,Maule,Conectividad,Proyecto Conectividad 4 - Maule,1491227284,1111335520,74.5,2024-07-01,2025-10-30
2025,Maule,Conectividad,Proyecto Conectividad 5 - Maule,1415325472,1103043136,77.9,2024-09-01,2025-07-30
2025,Maule,Desarrollo Social,Proyecto Desarrollo Social 1 - Maule,1328663346,869663531,65.5,2024-09-01,2025-10-30
2025,Maule,Desarrollo Social,Proyecto Desarrollo Social 2 - Maule,1372843182,185790094,13.5,2024-07-01,2025-06-30
2025,Ñuble,Educación,Proyecto Educación 1 - Ñuble,1179095938,981468420,83.2,2024-05-01,2025-12-30
2025,Ñuble,Educación,Proyecto Educación 2 - Ñuble,664963114,558247809,84.0,2024-02-01,2025-08-30
2025,Ñuble,Educación,Proyecto Educación 3 - Ñuble,1894106329,907980352,47.9,2024-04-01,2025-12-30
2025,Ñuble,Salud,Proyecto Salud 1 - Ñuble,706290899,538993454,76.3,2024-01-01,2025-11-30
2025,Ñuble,Salud,Proyecto Salud 2 - Ñuble,1232912769,350155942,28.4,2024-12-01,2025-10-30
2025,Ñuble,Salud,Proyecto Salud 3 - Ñuble,246211083,161768319,65.7,2024-08-01,2025-07-30
2025,Ñuble,Salud,Proyecto Salud 4 - Ñuble,1477056865,224933712,15.2,2024-08-01,2025-06-30
2025,Ñuble,Infraestructura,Proyecto Infraestructura 1 - Ñuble,1602374013,568845983,35.5,2024-02-01,2025-06-30
2025,Ñuble,Infraestructura,Proyecto Infraestructura 2 - Ñuble,1783357721,1056979269,59.3,2024-02-01,2025-12-30
2025,Ñuble,Infraestructura,Proyecto Infraestructura 3 - Ñuble,977691416,872367702,89.2,2024-11-01,2025-12-30
2025,Ñuble,Infraestructura,Proyecto Infraestructura 4 - Ñuble,452398528,184203611,40.7,2024-03-01,2025-08-30
2025,Ñuble,Infraestructura,Proyecto Infraestructura 5 - Ñuble,1996074810,759645097,38.1,2024-01-01,2025-10-30
2025,Ñuble,Agua Potable,Proyecto Agua Potable 1 - Ñuble,1011763678,609086156,60.2,2024-08-01,2025-09-30
2025,Ñuble,Agua Potable,Proyecto Agua Potable 2 - Ñuble,1969758591,1407626385,71.5,2024-09-01,2025-12-30
2025,Ñuble,Agua Potable,Proyecto Agua Potable 3 - Ñuble,900578304,621458325,69.0,2024-01-01,2025-08-30
2025,Ñuble,Agua Potable,Proyecto Agua Potable 4 - Ñuble,987890456,333514091,33.8,2024-02-01,2025-09-30
2025,Ñuble,Agua Potable,Proyecto Agua Potable 5 - Ñuble,1459551298,833822431,57.1,2024-01-01,2025-10-30
2025,Ñuble,Agua Potable,Proyecto Agua Potable 6 - Ñuble,1976672540,874121179,44.2,2024-01-01,2025-06-30
2025,Ñuble,Agua Potable,Proyecto Agua Potable 7 - Ñuble,1391329837,382063500,27.5,2024-10-01,2025-10-30
2025,Ñuble,Energía,Proyecto Energía 1 - Ñuble,592067038,337977551,57.1,2024-07-01,2025-12-30
2025,Ñuble,Energía,Proyecto Energía 2 - Ñuble,1894990842,898076351,47.4,2024-02-01,2025-06-30
2025,Ñuble,Energía,Proyecto Energía 3 - Ñuble,1512370363,229863852,15.2,2024-08-01,2025-09-30
2025,Ñuble,Energía,Proyecto Energía 4 - Ñuble,1691868897,481261170,28.4,2024-03-01,2025-10-30
2025,Ñuble,Energía,Proyecto Energía 5 - Ñuble,328643647,45206999,13.8,2024-09-01,2025-07-30
2025,Ñuble,Energía,Proyecto Energía 6 - Ñuble,169790681,147007524,86.6,2024-08-01,2025-11-30
2025,Ñuble,Transporte,Proyecto Transporte 1 - Ñuble,209901085,183722663,87.5,2024-01-01,2025-06-30
2025,Ñuble,Transporte,Proyecto Transporte 2 - Ñuble,1862729338,1668868125,89.6,2024-11-01,2025-07-30
2025,Ñuble,Transporte,Proyecto Transporte 3 - Ñuble,1078971056,531877781,49.3,2024-01-01,2025-08-30
2025,Ñuble,Transporte,Proyecto Transporte 4 - Ñuble,1650082937,461284740,28.0,2024-08-01,2025-10-30
2025,Ñuble,Transporte,Proyecto Transporte 5 - Ñuble,1120251403,643418575,57.4,2024-05-01,2025-07-30
2025,Ñuble,Transporte,Proyecto Transporte 6 - Ñuble,969120985,400184762,41.3,2024-11-01,2025-09-30
2025,Ñuble,Conectividad,Proyecto Conectividad 1 - Ñuble,1788621351,1546301074,86.5,2024-12-01,2025-07-30
2025,Ñuble,Conectividad,Proyecto Conectividad 2 - Ñuble,1638080541,1022479365,62.4,2024-05-01,2025-08-30
2025,Ñuble,Conectividad,Proyecto Conectividad 3 - Ñuble,265274843,113209374,42.7,2024-06-01,2025-08-30
2025,Ñuble,Conectividad,Proyecto Conectividad 4 - Ñuble,1474498216,732384130,49.7,2024-06-01,2025-10-30
2025,Ñuble,Conectividad,Proyecto Conectividad 5 - Ñuble,518348083,335167505,64.7,2024-05-01,2025-10-30
2025,Ñuble,Conectividad,Proyecto Conectividad 6 - Ñuble,1717293136,851978699,49.6,2024-03-01,2025-07-30
2025,Ñuble,Desarrollo Social,Proyecto Desarrollo Social 1 - Ñuble,760837495,488771838,64.2,2024-11-01,2025-10-30
2025,Ñuble,Desarrollo Social,Proyecto Desarrollo Social 2 - Ñuble,607353713,487646719,80.3,2024-03-01,2025-09-30
2025,Ñuble,Desarrollo Social,Proyecto Desarrollo Social 3 - Ñuble,1716105285,1362305058,79.4,2024-09-01,2025-10-30
2025,Ñuble,Desarrollo Social,Proyecto Desarrollo Social 4 - Ñuble,1690325323,1112195471,65.8,2024-10-01,2025-09-30
2025,Biobío,Educación,Proyecto Educación 1 - Biobío,1530161615,347169316,22.7,2024-11-01,2025-10-30
2025,Biobío,Educación,Proyecto Educación 2 - Biobío,1756502702,216748615,12.3,2024-07-01,2025-07-30
2025,Biobío,Educación,Proyecto Educación 3 - Biobío,344852748,126938601,36.8,2024-07-01,2025-12-30
2025,Biobío,Educación,Proyecto Educación 4 - Biobío,102128211,55654298,54.5,2024-12-01,2025-12-30
2025,Biobío,Salud,Proyecto Salud 1 - Biobío,645372453,383055356,59.4,2024-01-01,2025-06-30
2025,Biobío,Salud,Proyecto Salud 2 - Biobío,1300445701,400332930,30.8,2024-12-01,2025-10-30
2025,Biobío,Salud,Proyecto Salud 3 - Biobío,1581706250,293540181,18.6,2024-07-01,2025-07-30
2025,Biobío,Infraestructura,Proyecto Infraestructura 1 - Biobío,1929684807,720732900,37.3,2024-12-01,2025-12-30
2025,Biobío,Infraestructura,Proyecto Infraestructura 2 - Biobío,1870853400,340509878,18.2,2024-04-01,2025-09-30
2025,Biobío,Agua Potable,Proyecto Agua Potable 1 - Biobío,228890412,77999181,34.1,2024-01-01,2025-09-30
2025,Biobío,Agua Potable,Proyecto Agua Potable 2 - Biobío,227966142,128968737,56.6,2024-01-01,2025-11-30
2025,Biobío,Agua Potable,Proyecto Agua Potable 3 - Biobío,1279739483,174804257,13.7,2024-02-01,2025-11-30
2025,Biobío,Agua Potable,Proyecto Agua Potable 4 - Biobío,1949629041,1706124827,87.5,2024-04-01,2025-08-30
2025,Biobío,Agua Potable,Proyecto Agua Potable 5 - Biobío,347163856,245309645,70.7,2024-07-01,2025-10-30
2025,Biobío,Energía,Proyecto Energía 1 - Biobío,1660874600,660142551,39.7,2024-03-01,2025-08-30
2025,Biobío,Energía,Proyecto Energía 2 - Biobío,1398261215,638616889,45.7,2024-02-01,2025-10-30
2025,Biobío,Energía,Proyecto Energía 3 - Biobío,1894176906,344275926,18.2,2024-09-01,2025-12-30
2025,Biobío,Energía,Proyecto Energía 4 - Biobío,1101345782,837834060,76.1,2024-11-01,2025-09-30
2025,Biobío,Transporte,Proyecto Transporte 1 - Biobío,1568363282,445482527,28.4,2024-11-01,2025-08-30
2025,Biobío,Transporte,Proyecto Transporte 2 - Biobío,1749303212,1522924699,87.1,2024-08-01,2025-09-30
2025,Biobío,Transporte,Proyecto Transporte 3 - Biobío,1489413127,1232667509,82.8,2024-05-01,2025-08-30
2025,Biobío,Conectividad,Proyecto Conectividad 1 - Biobío,855429356,273200322,31.9,2024-03-01,2025-08-30
2025,Biobío,Conectividad,Proyecto Conectividad 2 - Biobío,877734611,715598915,81.5,2024-02-01,2025-10-30
2025,Biobío,Conectividad,Proyecto Conectividad 3 - Biobío,480682372,381901304,79.4,2024-08-01,2025-09-30
2025,Biobío,Conectividad,Proyecto Conectividad 4 - Biobío,1169225544,557984792,47.7,2024-11-01,2025-09-30
2025,Biobío,Conectividad,Proyecto Conectividad 5 - Biobío,452498479,359690378,79.5,2024-05-01,2025-12-30
2025,Biobío,Desarrollo Social,Proyecto Desarrollo Social 1 - Biobío,1705088133,1208599194,70.9,2024-03-01,2025-10-30
2025,Biobío,Desarrollo Social,Proyecto Desarrollo Social 2 - Biobío,349365267,44027340,12.6,2024-12-01,2025-07-30
2025,Biobío,Desarrollo Social,Proyecto Desarrollo Social 3 - Biobío,1271635597,937487698,73.7,2024-09-01,2025-11-30
2025,Biobío,Desarrollo Social,Proyecto Desarrollo Social 4 - Biobío,322885559,64625103,20.0,2024-12-01,2025-09-30
2025,Araucanía,Educación,Proyecto Educación 1 - Araucanía,1160984077,325577219,28.0,2024-12-01,2025-12-30
2025,Araucanía,Educación,Proyecto Educación 2 - Araucanía,1337886986,482629848,36.1,2024-02-01,2025-08-30
2025,Araucanía,Educación,Proyecto Educación 3 - Araucanía,1970267674,432797891,22.0,2024-05-01,2025-07-30
2025,Araucanía,Educación,Proyecto Educación 4 - Araucanía,1392867590,580040301,41.6,2024-06-01,2025-08-30
2025,Araucanía,Educación,Proyecto Educación 5 - Araucanía,1420465583,1119465968,78.8,2024-06-01,2025-06-30
2025,Araucanía,Salud,Proyecto Salud 1 - Araucanía,1012963199,186328647,18.4,2024-01-01,2025-09-30
2025,Araucanía,Salud,Proyecto Salud 2 - Araucanía,1974658927,422569969,21.4,2024-06-01,2025-11-30
2025,Araucanía,Salud,Proyecto Salud 3 - Araucanía,499664201,188280093,37.7,2024-08-01,2025-07-30
2025,Araucanía,Salud,Proyecto Salud 4 - Araucanía,720276485,370344067,51.4,2024-01-01,2025-06-30
2025,Araucanía,Infraestructura,Proyecto Infraestructura 1 - Araucanía,256766215,195042502,76.0,2024-10-01,2025-11-30
2025,Araucanía,Infraestructura,Proyecto Infraestructura 2 - Araucanía,711979934,627947156,88.2,2024-10-01,2025-11-30
2025,Araucanía,Infraestructura,Proyecto Infraestructura 3 - Araucanía,1417068487,1072937064,75.7,2024-10-01,2025-12-30
2025,Araucanía,Infraestructura,Proyecto Infraestructura 4 - Araucanía,1373732370,1183113238,86.1,2024-03-01,2025-08-30
2025,Araucanía,Infraestructura,Proyecto Infraestructura 5 - Araucanía,160013675,135846777,84.9,2024-07-01,2025-12-30
2025,Araucanía,Infraestructura,Proyecto Infraestructura 6 - Araucanía,1128463037,752965173,66.7,2024-08-01,2025-07-30
2025,Araucanía,Agua Potable,Proyecto Agua Potable 1 - Araucanía,1623283357,603147414,37.2,2024-11-01,2025-12-30
2025,Araucanía,Agua Potable,Proyecto Agua Potable 2 - Araucanía,252218208,205773063,81.6,2024-04-01,2025-11-30
2025,Araucanía,Agua Potable,Proyecto Agua Potable 3 - Araucanía,1652865762,763383701,46.2,2024-03-01,2025-12-30
2025,Araucanía,Agua Potable,Proyecto Agua Potable 4 - Araucanía,1100165055,753911887,68.5,2024-11-01,2025-07-30
2025,Araucanía,Agua Potable,Proyecto Agua Potable 5 - Araucanía,214668959,63903211,29.8,2024-09-01,2025-10-30
2025,Araucanía,Energía,Proyecto Energía 1 - Araucanía,516506575,454883315,88.1,2024-04-01,2025-10-30
2025,Araucanía,Energía,Proyecto Energía 2 - Araucanía,446024039,326382018,73.2,2024-07-01,2025-08-30
2025,Araucanía,Energía,Proyecto Energía 3 - Araucanía,407177833,47513138,11.7,2024-03-01,2025-11-30
2025,Araucanía,Energía,Proyecto Energía 4 - Araucanía,731397788,390553918,53.4,2024-11-01,2025-08-30
2025,Araucanía,Transporte,Proyecto Transporte 1 - Araucanía,479130656,308647629,64.4,2024-06-01,2025-12-30
2025,Araucanía,Transporte,Proyecto Transporte 2 - Araucanía,486798732,375984806,77.2,2024-01-01,2025-11-30
2025,Araucanía,Transporte,Proyecto Transporte 3 - Araucanía,1925483047,833206371,43.3,2024-08-01,2025-09-30
2025,Araucanía,Transporte,Proyecto Transporte 4 - Araucanía,1294653154,891084182,68.8,2024-04-01,2025-09-30
2025,Araucanía,Transporte,Proyecto Transporte 5 - Araucanía,176207463,139842683,79.4,2024-09-01,2025-09-30
2025,Araucanía,Conectividad,Proyecto Conectividad 1 - Araucanía,1477989554,723232245,48.9,2024-02-01,2025-12-30
2025,Araucanía,Conectividad,Proyecto Conectividad 2 - Araucanía,1811333541,792235162,43.7,2024-10-01,2025-08-30
2025,Araucanía,Conectividad,Proyecto Conectividad 3 - Araucanía,1225465624,1017002495,83.0,2024-12-01,2025-08-30
2025,Araucanía,Desarrollo Social,Proyecto Desarrollo Social 1 - Araucanía,985044333,757300557,76.9,2024-01-01,2025-08-30
2025,Araucanía,Desarrollo Social,Proyecto Desarrollo Social 2 - Araucanía,1574400393,667936448,42.4,2024-07-01,2025-07-30
2025,Araucanía,Desarrollo Social,Proyecto Desarrollo Social 3 - Araucanía,551332317,483582438,87.7,2024-07-01,2025-10-30
2025,Araucanía,Desarrollo Social,Proyecto Desarrollo Social 4 - Araucanía,1723331677,851019587,49.4,2024-06-01,2025-09-30
2025,Araucanía,Desarrollo Social,Proyecto Desarrollo Social 5 - Araucanía,869539518,499406735,57.4,2024-07-01,2025-06-30
2025,Araucanía,Desarrollo Social,Proyecto Desarrollo Social 6 - Araucanía,1358980430,239464863,17.6,2024-01-01,2025-08-30
2025,Los Ríos,Educación,Proyecto Educación 1 - Los Ríos,1941883412,595200366,30.7,2024-05-01,2025-10-30
2025,Los Ríos,Educación,Proyecto Educación 2 - Los Ríos,717861122,515983140,71.9,2024-08-01,2025-09-30
2025,Los Ríos,Salud,Proyecto Salud 1 - Los Ríos,550352928,158358128,28.8,2024-10-01,2025-08-30
2025,Los Ríos,Salud,Proyecto Salud 2 - Los Ríos,939846310,342772748,36.5,2024-10-01,2025-09-30
2025,Los Ríos,Salud,Proyecto Salud 3 - Los Ríos,1674878395,744835202,44.5,2024-04-01,2025-08-30
2025,Los Ríos,Salud,Proyecto Salud 4 - Los Ríos,1902308374,574539409,30.2,2024-06-01,2025-09-30
2025,Los Ríos,Salud,Proyecto Salud 5 - Los Ríos,820781320,479689659,58.4,2024-05-01,2025-09-30
2025,Los Ríos,Salud,Proyecto Salud 6 - Los Ríos,1001798663,776730928,77.5,2024-12-01,2025-09-30
2025,Los Ríos,Infraestructura,Proyecto Infraestructura 1 - Los Ríos,491098299,93080657,19.0,2024-02-01,2025-11-30
2025,Los Ríos,Infraestructura,Proyecto Infraestructura 2 - Los Ríos,208465026,109430718,52.5,2024-04-01,2025-07-30
2025,Los Ríos,Infraestructura,Proyecto Infraestructura 3 - Los Ríos,174752727,34546505,19.8,2024-06-01,2025-10-30
2025,Los Ríos,Infraestructura,Proyecto Infraestructura 4 - Los Ríos,1874362533,661509179,35.3,2024-01-01,2025-08-30
2025,Los Ríos,Infraestructura,Proyecto Infraestructura 5 - Los Ríos,178988432,39140216,21.9,2024-05-01,2025-07-30
2025,Los Ríos,Infraestructura,Proyecto Infraestructura 6 - Los Ríos,1933725523,201014606,10.4,2024-02-01,2025-06-30
2025,Los Ríos,Infraestructura,Proyecto Infraestructura 7 - Los Ríos,1314327881,1044016159,79.4,2024-08-01,2025-12-30
2025,Los Ríos,Agua Potable,Proyecto Agua Potable 1 - Los Ríos,1028808502,651741344,63.3,2024-04-01,2025-12-30
2025,Los Ríos,Agua Potable,Proyecto Agua Potable 2 - Los Ríos,156949820,54358621,34.6,2024-02-01,2025-07-30
2025,Los Ríos,Agua Potable,Proyecto Agua Potable 3 - Los Ríos,1492507944,343135808,23.0,2024-05-01,2025-06-30
2025,Los Ríos,Agua Potable,Proyecto Agua Potable 4 - Los Ríos,1488576002,334827001,22.5,2024-06-01,2025-10-30
2025,Los Ríos,Energía,Proyecto Energía 1 - Los Ríos,585082396,368195792,62.9,2024-07-01,2025-07-30
2025,Los Ríos,Energía,Proyecto Energía 2 - Los Ríos,811163857,92483056,11.4,2024-02-01,2025-06-30
2025,Los Ríos,Energía,Proyecto Energía 3 - Los Ríos,1678666663,1328978690,79.2,2024-01-01,2025-09-30
2025,Los Ríos,Energía,Proyecto Energía 4 - Los Ríos,314908656,231901347,73.6,2024-04-01,2025-06-30
2025,Los Ríos,Energía,Proyecto Energía 5 - Los Ríos,1241158130,1058335891,85.3,2024-05-01,2025-10-30
2025,Los Ríos,Energía,Proyecto Energía 6 - Los Ríos,1196651949,453362281,37.9,2024-02-01,2025-07-30
2025,Los Ríos,Energía,Proyecto Energía 7 - Los Ríos,1249412453,442903274,35.4,2024-01-01,2025-06-30
2025,Los Ríos,Transporte,Proyecto Transporte 1 - Los Ríos,1754431555,1273556581,72.6,2024-09-01,2025-08-30
2025,Los Ríos,Transporte,Proyecto Transporte 2 - Los Ríos,1769179566,748915395,42.3,2024-04-01,2025-11-30
2025,Los Ríos,Conectividad,Proyecto Conectividad 1 - Los Ríos,1634907289,1160503147,71.0,2024-09-01,2025-12-30
2025,Los Ríos,Conectividad,Proyecto Conectividad 2 - Los Ríos,927608298,699664674,75.4,2024-08-01,2025-11-30
2025,Los Ríos,Conectividad,Proyecto Conectividad 3 - Los Ríos,1134529286,118679623,10.5,2024-01-01,2025-09-30
2025,Los Ríos,Conectividad,Proyecto Conectividad 4 - Los Ríos,1258680430,693219684,55.1,2024-03-01,2025-09-30
2025,Los Ríos,Desarrollo Social,Proyecto Desarrollo Social 1 - Los Ríos,952517882,276263814,29.0,2024-01-01,2025-08-30
2025,Los Ríos,Desarrollo Social,Proyecto Desarrollo Social 2 - Los Ríos,531812291,84322422,15.9,2024-03-01,2025-11-30
