comuna,tipo_propiedad,metros_totales,metros_construidos,dormitorios,banos,estacionamientos,antiguedad_anos,piso,orientacion,gastos_comunes,cercania_metro,ascensor,precio
Las Condes,Departamento,51.84801707244392,51.84801707244392,3,4,2,20,11,Suroriente,123563.98028421373,False,True,169209000.0
Las Condes,Departamento,86.3755263434858,86.3755263434858,4,4,2,25,23,Sur,128117.72804082387,True,False,308887000.0
Puente Alto,Departamento,30.0,30.0,4,4,0,37,4,Suroriente,67133.869859395,False,False,22642000.0
Huechuraba,Departamento,95.52302781542481,95.52302781542481,4,3,3,25,20,Oeste,113297.02230924352,False,False,148180000.0
Macul,Departamento,151.12781666712908,56.64659266240791,2,2,2,7,16,Norponiente,98912.27641953013,False,True,61460000.0
Puente Alto,Casa,96.1849679515586,78.54432506012894,5,2,3,4,1,Suroriente,154082.04818202424,True,False,111660000.0
Santiago Centro,Departamento,189.4156350716904,103.09679086603951,3,1,1,14,22,Norponiente,81771.65083986512,True,True,117265000.0
Recoleta,Casa,202.99738013626438,25.0,5,1,0,15,1,Norponiente,76967.22037443833,False,False,21420000.0
Puente Alto,Casa,183.78222413128873,143.54486937561802,5,1,1,0,1,Norte,135871.45985736744,False,False,134095000.0
Ñuñoa,Departamento,131.53204551321824,56.75320456781341,4,2,1,15,1,Nororiente,219005.15271864695,True,False,92643000.0
Maipú,Casa,30.0,30.0,2,1,0,36,1,Norponiente,111202.56880126684,True,False,12542000.0
La Reina,Casa,84.8151253983697,84.8151253983697,1,2,1,2,1,Suroriente,128410.42031152494,False,False,99607000.0
La Florida,Casa,112.89807366128066,112.89807366128066,2,2,0,30,1,Suroriente,167401.09241773927,True,False,69357000.0
Huechuraba,Casa,75.30661752475946,75.30661752475946,5,4,3,12,1,Suroriente,145495.19493076362,False,False,165066000.0
Puente Alto,Departamento,113.02472622567144,112.92528210769993,2,1,1,15,7,Oeste,145823.97401910985,False,True,43281000.0
Macul,Casa,200.50337343466896,116.91544865269805,4,4,0,20,1,Sur,115240.37740409975,True,False,187557000.0
Vitacura,Departamento,37.7111735242341,37.7111735242341,1,3,2,1,16,Norponiente,116213.24086108696,True,True,118136000.0
Las Condes,Departamento,210.58460280595133,104.88674725888382,4,3,1,26,8,Surponiente,82242.57311367357,False,False,243435000.0
Ñuñoa,Casa,164.23632108770687,66.50008740113029,1,3,3,37,1,Norponiente,144318.66271506913,False,False,67687000.0
Conchalí,Departamento,133.41084041388478,76.2635560164813,5,2,0,25,9,Norponiente,143177.72149993214,True,True,61604000.0
Independencia,Departamento,84.3191722129618,84.3191722129618,1,2,1,37,2,Surponiente,155858.22638469015,False,False,32762000.0
La Florida,Departamento,76.30248272542872,57.67225659798313,1,2,1,24,13,Norte,95594.77647233273,True,True,35439000.0
San Miguel,Casa,38.68911427056301,38.68911427056301,1,1,1,10,1,Norponiente,161506.7199689303,True,False,22847000.0
Huechuraba,Departamento,205.83827401571932,94.53876146861904,2,4,3,7,23,Oeste,176666.73940739685,True,False,209834000.0
La Reina,Departamento,196.88057800370206,77.56982112876804,2,2,0,7,23,Este,59302.094086186975,True,True,138316000.0
La Florida,Departamento,49.68576857083589,49.68576857083589,5,4,2,32,4,Nororiente,105156.3710321297,True,True,70460000.0
Puente Alto,Casa,92.36860025468994,92.36860025468994,1,4,2,6,1,Suroriente,178751.1790980419,False,False,87772000.0
Santiago Centro,Departamento,141.65723846159543,52.967232674096834,3,4,2,37,12,Norponiente,87522.21500735573,True,False,94098000.0
Las Condes,Casa,105.0245430913896,94.05426846186205,5,1,0,20,1,Norte,146438.126359167,True,False,211165000.0
Macul,Casa,30.0,30.0,1,1,2,7,1,Oeste,120428.80010012156,True,False,17241000.0
Las Condes,Casa,87.11136197221559,87.11136197221559,1,3,3,20,1,Norponiente,136543.96607117544,True,False,191341000.0
Conchalí,Casa,217.55171490100093,97.05949241450502,2,3,0,19,1,Surponiente,121952.81513461057,True,False,62988000.0
Santiago Centro,Casa,90.50107047927779,90.50107047927779,5,4,1,7,1,Norte,157308.54922821358,True,False,223759000.0
Independencia,Casa,111.82663316488966,111.82663316488966,1,3,3,30,1,Este,68924.1432068061,True,False,86942000.0
Macul,Departamento,62.74112879823097,62.74112879823097,1,4,1,28,15,Sur,74333.83779388567,False,True,73250000.0
Maipú,Casa,149.3881492641874,126.56087836872818,5,1,2,8,1,Norponiente,193225.67751334282,False,False,125132000.0
Providencia,Departamento,125.75758995122918,52.06220508975456,3,1,3,14,20,Oeste,225018.16399926593,False,True,95626000.0
Ñuñoa,Departamento,82.89901292215107,82.89901292215107,5,1,0,29,10,Norte,119729.02806868187,False,False,90582000.0
Las Condes,Casa,54.76723020962875,54.76723020962875,5,2,3,25,1,Surponiente,205763.30210758548,True,False,159092000.0
Vitacura,Departamento,190.22716870054379,25.0,3,4,1,9,5,Norte,81411.26764932385,False,False,77362000.0
Las Condes,Departamento,39.72282966794599,39.72282966794599,5,1,0,28,9,Norponiente,93420.70582570214,True,True,89289000.0
La Florida,Departamento,145.19078477947775,72.32127210983164,1,4,3,15,23,Norte,192874.37558726856,False,False,78697000.0
Las Condes,Departamento,30.0,30.0,5,3,3,35,8,Sur,160205.32643116792,False,False,83890000.0
Huechuraba,Casa,155.36058415061913,99.26592061935932,3,3,3,19,1,Norte,200321.3548966129,True,False,152625000.0
Las Condes,Departamento,168.51494436300305,133.91369443553089,4,1,3,36,14,Suroriente,143427.78845295025,True,False,315601000.0
Providencia,Casa,174.73918558199568,82.33176344411453,5,4,0,21,1,Nororiente,69372.69617428625,False,False,233172000.0
Providencia,Departamento,111.93957657150659,62.33529720724397,2,1,1,6,23,Suroriente,131178.86787513384,False,True,89256000.0
Independencia,Departamento,199.2001802781848,44.938127508648115,1,3,3,22,21,Nororiente,180100.12692340053,False,False,31124000.0
La Reina,Casa,235.38958474980342,71.27268834763822,1,1,0,39,1,Norte,113363.23986769139,False,False,37663000.0
Maipú,Departamento,103.91884319770183,25.0,2,4,1,28,5,Surponiente,105678.32407471405,True,False,20170000.0
Vitacura,Departamento,97.44974849350362,60.99467625934555,2,3,3,15,16,Surponiente,144192.67014820612,False,True,181883000.0
Las Condes,Departamento,127.45886301724678,127.45886301724678,5,2,1,37,11,Norponiente,92024.68672274025,False,False,300257000.0
Las Condes,Casa,96.11599270528964,57.06563181686308,2,3,1,27,1,Surponiente,134775.02415567503,False,False,100205000.0
Ñuñoa,Departamento,88.80649019949396,88.80649019949396,4,2,0,37,5,Nororiente,123175.07323357284,False,True,105263000.0
Macul,Casa,93.16307298792452,40.9407164076604,3,1,1,30,1,Oeste,95479.27696257898,False,False,27556000.0
Providencia,Departamento,205.78780040031228,160.84383597242217,2,1,0,13,11,Nororiente,169036.86159337068,True,False,200127000.0
Vitacura,Casa,158.5940997517716,158.5940997517716,2,4,3,32,1,Suroriente,152299.39694753868,True,False,523954000.0
Independencia,Casa,95.95269363709545,95.95269363709545,4,2,1,8,1,Norte,102316.47078566869,True,False,100270000.0
Conchalí,Departamento,30.0,30.0,1,1,1,26,15,Norponiente,119251.93675299632,True,False,7289000.0
La Reina,Departamento,42.77677531967662,42.77677531967662,1,2,2,23,7,Este,106436.22000760815,True,True,57866000.0
Maipú,Casa,145.17145413009388,120.74068456598224,5,1,3,12,1,Norponiente,88067.61803785237,False,False,128429000.0
Santiago Centro,Casa,30.0,30.0,4,3,3,25,1,Norponiente,50000.0,True,False,59858000.0
Maipú,Departamento,134.64967637259778,97.18873812393797,3,1,2,28,3,Norponiente,95808.61278219639,True,False,52767000.0
Huechuraba,Casa,66.72181375674873,27.904901536597542,3,4,2,27,1,Oeste,88798.62508421886,False,False,41557000.0
La Florida,Departamento,124.59028872903367,121.5585342093759,4,3,0,27,7,Sur,125744.53539176795,True,False,127517000.0
Huechuraba,Departamento,123.19281506670714,71.12561622266145,3,4,0,7,5,Suroriente,142034.94007641228,True,False,110689000.0
Las Condes,Departamento,126.02949669453552,74.0988071617816,1,3,1,22,23,Norte,79890.76650985575,True,False,156639000.0
San Miguel,Departamento,100.27890764607398,100.27890764607398,3,2,1,28,18,Sur,138674.86808635027,True,True,123507000.0
La Reina,Casa,98.63571871961338,98.63571871961338,3,4,1,4,1,Este,72187.71085666625,False,False,256895000.0
La Florida,Departamento,83.96047905317806,83.96047905317806,4,1,1,6,8,Sur,113735.37421807724,False,False,64109000.0
Vitacura,Casa,144.1946158620945,115.42918144629235,4,2,0,35,1,Norte,89879.04496695833,True,False,282793000.0
Santiago Centro,Departamento,160.25963373904742,61.72571463759214,3,1,3,26,20,Suroriente,157308.68190395218,False,True,52761000.0
Providencia,Casa,59.05137387319368,59.05137387319368,2,3,1,1,1,Suroriente,125838.6549997299,True,False,142576000.0
La Reina,Departamento,117.41857638538653,117.41857638538653,4,3,3,24,14,Norte,114491.60370841104,False,True,304504000.0
La Reina,Casa,129.8291036743869,129.8291036743869,5,1,1,8,1,Este,88737.51199425575,False,False,242916000.0
Huechuraba,Casa,129.1885567311521,129.1885567311521,5,1,2,26,1,Norte,103557.93458117305,False,False,151773000.0
San Miguel,Departamento,128.33848097982587,107.31906730910926,1,2,1,0,12,Este,211453.04061630258,False,True,96580000.0
Las Condes,Departamento,99.89825948273878,99.89825948273878,3,1,1,22,16,Este,94945.7939638727,False,False,151530000.0
Puente Alto,Departamento,133.95152127312696,133.95152127312696,2,4,1,9,14,Norte,143970.34587982416,False,True,146330000.0
Independencia,Departamento,150.901435549181,63.16655853066022,1,4,0,24,16,Nororiente,114367.68415561556,False,False,45589000.0
Huechuraba,Casa,127.0518327911282,115.18799410850333,3,1,2,2,1,Suroriente,142541.2657287019,False,False,109934000.0
La Reina,Departamento,145.2969918266862,120.73371797944584,4,4,1,5,23,Este,161848.79363466194,False,True,431281000.0
Recoleta,Casa,169.51767055187537,147.91445744306978,5,1,1,5,1,Norte,102301.07533394618,False,False,149001000.0
Ñuñoa,Casa,30.0,30.0,2,2,3,1,1,Surponiente,155488.67132225615,False,False,41320000.0
Santiago Centro,Departamento,167.17319209326837,52.42376864797932,5,4,2,17,18,Nororiente,257831.97385029195,True,False,140077000.0
Independencia,Casa,137.12138826106374,90.85528844418823,4,4,1,22,1,Suroriente,148376.99970958525,False,False,107979000.0
Huechuraba,Casa,64.41873361306367,64.41873361306367,3,1,3,1,1,Este,200679.0732299898,True,False,83242000.0
Santiago Centro,Casa,160.12354411598443,134.9145581493523,4,4,3,11,1,Suroriente,144052.3000053307,False,False,325554000.0
Ñuñoa,Casa,100.0839546988019,100.0839546988019,4,3,0,21,1,Nororiente,73401.91889012468,True,False,191879000.0
Conchalí,Departamento,106.90167818407235,83.94347079558865,5,2,3,36,19,Suroriente,133784.69986264917,True,True,79469000.0
Ñuñoa,Departamento,94.6160108767169,94.6160108767169,2,2,1,19,24,Oeste,103480.81018950345,True,False,124139000.0
San Miguel,Departamento,135.11994221191122,102.04177905097806,4,4,0,38,24,Norponiente,90202.96513412132,False,True,140850000.0
Ñuñoa,Departamento,80.73234287439735,80.73234287439735,5,4,0,23,8,Oeste,116370.73947988571,False,True,160664000.0
Santiago Centro,Casa,165.0737314973893,96.62635774274129,2,3,1,19,1,Nororiente,112262.49606356239,False,False,113608000.0
Maipú,Casa,113.05687064026641,74.67666345789745,3,3,2,0,1,Este,67003.75471035694,False,False,88169000.0
Santiago Centro,Departamento,101.78987582560313,101.78987582560313,3,4,3,0,21,Norte,255423.07923598963,True,True,265630000.0
Puente Alto,Departamento,157.6437838806985,97.93941277354128,1,4,0,16,9,Sur,160393.54572360986,False,False,63643000.0
Las Condes,Departamento,104.02216188404597,27.160265773013123,5,3,2,0,4,Norte,132219.51229210573,False,False,101670000.0
La Florida,Casa,167.40884126811505,89.37391753511325,2,1,1,29,1,Suroriente,124494.00556254864,False,False,36309000.0
Maipú,Departamento,168.9796475420433,85.97047018375979,4,3,3,2,12,Sur,180117.4309810948,False,False,129359000.0
Providencia,Departamento,53.25980808905115,53.25980808905115,3,1,3,10,23,Sur,223778.51811547467,False,False,104270000.0
La Florida,Departamento,175.4630101111462,131.4233315049189,2,2,0,23,17,Suroriente,154254.2686006287,False,False,81295000.0
Las Condes,Casa,46.89820142490572,46.89820142490572,5,2,3,21,1,Suroriente,126059.63523921603,False,False,147555000.0
Huechuraba,Casa,178.57902634412554,108.22474478098154,1,3,3,25,1,Este,193632.20359888085,False,False,99839000.0
Independencia,Casa,221.41785961151197,84.08572000625078,3,1,3,12,1,Nororiente,127117.96214679306,True,False,63747000.0
Puente Alto,Casa,163.7417219134566,94.3078002258713,2,3,3,0,1,Surponiente,141765.74048125508,True,False,101307000.0
Puente Alto,Casa,30.0,30.0,2,3,1,23,1,Norte,170050.5460015919,False,False,19651000.0
Providencia,Casa,173.17828596930093,37.69702464435995,2,1,2,9,1,Nororiente,100676.043106287,False,False,43721000.0
Maipú,Casa,232.30644829680057,97.66643566939132,5,3,1,34,1,Oeste,50000.0,False,False,96240000.0
San Miguel,Casa,104.84841795009854,104.84841795009854,5,2,1,23,1,Este,98245.98873349905,False,False,147667000.0
Macul,Departamento,118.2648339985055,27.729466164851033,5,4,0,27,15,Este,158650.04646896932,True,False,49579000.0
Conchalí,Departamento,60.5756639036784,60.5756639036784,4,4,3,35,6,Surponiente,155127.54488590892,True,True,66588000.0
Ñuñoa,Casa,135.60397094098346,134.92957299295279,2,3,1,15,1,Oeste,187133.50547063007,False,False,189424000.0
Maipú,Casa,183.45885912715644,102.06476991814388,3,1,3,39,1,Norte,100158.44830652438,True,False,59414000.0
Independencia,Departamento,154.8868564074727,117.51867808464134,5,1,1,15,20,Norponiente,199046.2621473382,True,True,122451000.0
Conchalí,Casa,277.09834886438995,25.0,5,2,1,16,1,Oeste,129253.39152259805,False,False,19243000.0
Puente Alto,Casa,121.65135214828986,113.92997498519802,2,1,0,14,1,Norte,150220.65812818403,False,False,40426000.0
Santiago Centro,Casa,38.46633162923679,38.46633162923679,5,1,2,15,1,Sur,165180.63791471528,False,False,47048000.0
Independencia,Departamento,128.54854857841096,102.39509138332586,4,2,2,14,24,Suroriente,50916.71865531514,True,False,118668000.0
Las Condes,Departamento,30.0,30.0,4,3,1,33,22,Este,69755.14036865375,True,False,93180000.0
Providencia,Departamento,93.34480375677433,93.34480375677433,5,4,0,10,5,Norte,68095.47414663772,False,True,309171000.0
Las Condes,Departamento,201.2191029300106,111.86781295063503,2,2,3,0,18,Nororiente,173610.85924244096,False,True,301213000.0
Macul,Departamento,136.25668243158856,85.49504682948856,2,3,3,14,16,Surponiente,104727.16941303859,True,False,140058000.0
Independencia,Casa,128.97084064156343,29.61228962985782,2,2,1,25,1,Suroriente,221379.09866623592,True,False,17057000.0
Vitacura,Departamento,211.03901883576782,94.84587607399587,1,3,2,3,20,Nororiente,120168.79874461296,False,True,260944000.0
Vitacura,Casa,106.4700054168315,106.4700054168315,5,2,0,4,1,Suroriente,50000.0,True,False,380435000.0
Huechuraba,Casa,183.09102064670543,86.77792432723108,2,3,2,34,1,Este,86379.1244647408,False,False,80166000.0
Maipú,Departamento,126.46534875831702,69.77374560250236,4,2,3,12,10,Oeste,125868.81816096637,False,True,78819000.0
Puente Alto,Departamento,139.0023731729513,67.09653344614725,3,3,2,9,24,Norponiente,145759.49320967396,True,True,84200000.0
Puente Alto,Casa,59.13475720684936,59.13475720684936,3,2,3,10,1,Oeste,70758.11359588132,True,False,51646000.0
Ñuñoa,Casa,95.89766025858916,95.89766025858916,2,4,0,17,1,Norte,148424.03859031355,True,False,181345000.0
Ñuñoa,Casa,50.12408835780633,50.12408835780633,3,4,0,33,1,Surponiente,161777.13785229783,False,False,76610000.0
Ñuñoa,Departamento,115.23774608873273,50.200004271585684,3,1,1,38,20,Oeste,87952.62002223347,False,False,46611000.0
Santiago Centro,Departamento,139.52011719581336,111.03910233670467,1,3,1,22,5,Este,218457.86060295737,False,False,91974000.0
La Florida,Departamento,64.4980947454274,64.4980947454274,4,2,2,6,23,Surponiente,93367.04883247217,False,False,83621000.0
La Reina,Departamento,222.45894613424116,86.31063181466878,4,3,0,38,9,Norte,70006.09628922284,False,True,157066000.0
La Florida,Departamento,133.90530095459803,106.07303416136007,1,4,0,2,16,Sur,50000.0,False,False,98306000.0
Las Condes,Casa,122.88977927926096,106.30625014499789,1,3,1,11,1,Oeste,181032.03493460815,True,False,242455000.0
La Florida,Departamento,158.48288756728127,111.15072423166293,3,2,3,6,14,Oeste,121144.14386729515,False,True,130379000.0
Santiago Centro,Casa,78.5535959567039,47.7011523121676,5,3,2,25,1,Norponiente,96035.70052678052,False,False,81433000.0
Huechuraba,Casa,128.17387395837267,60.007543713341654,3,2,2,32,1,Norte,50000.0,False,False,54997000.0
Las Condes,Casa,84.15668898212044,84.15668898212044,1,4,1,36,1,Nororiente,100537.45382165181,False,False,143189000.0
La Florida,Departamento,197.93399550444914,81.1771013007664,4,4,0,14,19,Oeste,239072.26938380557,True,False,125908000.0
Santiago Centro,Departamento,67.06803253014593,67.06803253014593,3,4,1,1,14,Este,50000.0,False,True,136741000.0
La Reina,Departamento,123.15827296535868,123.15827296535868,5,1,1,6,7,Oeste,88417.0799483725,True,True,301929000.0
La Florida,Casa,136.4657892575888,108.53772289443276,3,4,1,31,1,Norponiente,209639.19850211052,True,False,121570000.0
Santiago Centro,Casa,139.74128722038506,111.86090523888157,2,3,1,3,1,Sur,182448.65235347615,False,False,164368000.0
Macul,Casa,90.93824134585839,90.93824134585839,3,1,3,19,1,Norponiente,91468.71658593592,False,False,80640000.0
Ñuñoa,Casa,75.22452989274511,25.0,1,4,3,35,1,Oeste,130179.7548467653,True,False,41395000.0
Macul,Casa,91.66024134769505,70.40199379357861,4,3,0,31,1,Surponiente,143146.87023472047,True,False,98386000.0
Puente Alto,Casa,146.4162717105141,108.74423185998367,4,3,1,27,1,Nororiente,126691.92909036337,False,False,89612000.0
Ñuñoa,Departamento,112.80771145440181,112.80771145440181,1,3,3,12,1,Suroriente,209222.5104804588,True,True,153628000.0
Puente Alto,Departamento,159.81044042262607,92.64382238623092,2,2,0,0,22,Oeste,136987.71027289768,False,False,52591000.0
Recoleta,Departamento,143.85018596975365,56.21134152975618,1,1,1,34,12,Norte,176775.8145481519,False,True,17296000.0
Providencia,Departamento,30.0,30.0,3,3,2,29,2,Oeste,129079.93845478077,True,True,65969000.0
Macul,Casa,132.37488984186055,125.35444813812296,1,2,3,35,1,Nororiente,50000.0,False,False,80890000.0
Providencia,Casa,232.52273839081352,81.28905670432454,1,4,0,24,1,Norte,60379.36233217583,False,False,131146000.0
Providencia,Departamento,186.26345255191654,89.71199816838653,2,3,2,15,17,Este,70756.10753469876,False,False,188666000.0
La Reina,Casa,141.10065803534843,114.60120775089277,3,2,1,18,1,Surponiente,107535.70713619971,True,False,212342000.0
Ñuñoa,Departamento,67.03039347650281,25.0,5,3,1,0,23,Norte,223920.71195071953,True,True,83810000.0
Recoleta,Departamento,143.8776858062823,143.8776858062823,5,1,1,4,14,Norponiente,138120.57314377258,True,True,189712000.0
Puente Alto,Departamento,156.98749699391294,60.75704659795754,4,1,3,21,24,Sur,114710.59489676174,False,True,48607000.0
Santiago Centro,Casa,107.31266595862081,99.67745477894287,1,4,0,23,1,Norponiente,181927.89980778238,True,False,130521000.0
Las Condes,Departamento,135.83710294022188,25.0,4,3,2,36,22,Suroriente,50000.0,True,False,72077000.0
Santiago Centro,Departamento,195.48312291980204,73.0983555837985,2,2,0,35,3,Norte,95515.24149258807,True,True,55554000.0
Las Condes,Departamento,77.13627901291372,77.13627901291372,5,4,3,35,6,Este,88133.56730299795,False,False,275488000.0
Macul,Casa,67.08501975204365,25.0,1,3,0,3,1,Oeste,139902.0779734069,False,False,25975000.0
Vitacura,Casa,154.63496629971064,135.04800348756564,2,4,3,35,1,Surponiente,164791.81461769834,True,False,424417000.0
Santiago Centro,Departamento,142.87713180990403,79.05215615070463,2,2,1,17,17,Norte,143574.27760136148,True,False,93405000.0
La Florida,Casa,171.44191477064058,109.48657760880768,1,4,2,15,1,Norponiente,144365.82416094557,True,False,111254000.0
La Florida,Casa,148.48969059518848,116.30097653940442,2,4,1,17,1,Norte,101944.54403910271,False,False,115083000.0
Maipú,Casa,91.61224684129031,91.61224684129031,1,4,0,21,1,Norte,136037.99290580698,True,False,76997000.0
Ñuñoa,Casa,141.60963257327023,55.40197393476694,1,3,1,1,1,Norte,78008.10646098049,False,False,73437000.0
Las Condes,Casa,62.893672835191325,62.893672835191325,3,2,2,20,1,Este,153706.94675039,False,False,119720000.0
Las Condes,Casa,107.48406441335031,31.537752909967374,4,1,1,35,1,Surponiente,94969.84976683397,False,False,48534000.0
Independencia,Casa,145.1399615483202,109.67185326352319,2,3,2,38,1,Nororiente,63924.5219849813,True,False,79285000.0
Huechuraba,Casa,101.97428916380551,101.97428916380551,2,1,2,38,1,Nororiente,121890.97179160426,True,False,65159000.0
Ñuñoa,Casa,243.40260911149136,25.0,3,1,1,28,1,Norte,50000.0,False,False,22667000.0
La Reina,Casa,30.0,30.0,3,3,3,25,1,Este,193718.50359980034,False,False,67466000.0
Maipú,Departamento,92.62548215005947,82.72898896468267,3,3,0,20,4,Este,159854.94984558492,False,False,64935000.0
La Reina,Departamento,73.11100830650449,73.11100830650449,5,2,3,16,23,Suroriente,136848.49251239013,False,True,204165000.0
Macul,Casa,84.98255962710232,84.98255962710232,5,2,3,15,1,Norte,50000.0,True,False,157995000.0
Macul,Departamento,87.85008882595608,83.91200078569334,5,4,1,30,11,Norponiente,84990.49084632925,True,False,140799000.0
La Reina,Departamento,53.67896565705034,53.67896565705034,1,1,0,8,6,Norponiente,122027.9217435926,False,False,34485000.0
La Reina,Casa,157.63510742863136,134.12522824278963,2,2,0,30,1,Sur,106844.76144873962,False,False,131761000.0
Recoleta,Casa,92.64523513064493,92.64523513064493,4,4,3,13,1,Surponiente,50000.0,False,False,155679000.0
Ñuñoa,Casa,128.17866677943275,111.55911902804394,1,2,1,36,1,Norte,54178.54972319295,True,False,96082000.0
La Reina,Departamento,98.25871190448775,94.50062846352458,2,3,0,1,2,Sur,105845.28015432108,False,False,168192000.0
La Florida,Departamento,85.45597938568952,85.45597938568952,2,2,3,13,4,Norponiente,55835.530070808374,True,False,76695000.0
Huechuraba,Casa,203.61396180434247,63.74762435078934,3,1,0,32,1,Norponiente,188569.3661941631,False,False,35671000.0
Huechuraba,Casa,166.1466091104704,58.29222871255688,3,2,1,34,1,Norte,144726.91797029163,True,False,58561000.0
Providencia,Casa,30.0,30.0,1,1,1,38,1,Sur,79826.79453804845,True,False,22569000.0
Vitacura,Departamento,30.0,25.0,3,3,1,19,8,Sur,178457.74140078566,False,False,63676000.0
Macul,Departamento,172.13044178182435,93.68718038545948,2,1,0,1,22,Norte,168385.32943368447,True,False,70377000.0
Las Condes,Departamento,94.0073304225623,77.33766590949952,3,2,2,18,12,Surponiente,134447.91781934598,True,True,216090000.0
Independencia,Departamento,37.54588330328886,33.769810773881765,5,4,0,36,21,Suroriente,118020.6883268023,True,True,46096000.0
San Miguel,Casa,172.28675662701704,52.74929681134942,3,3,2,17,1,Sur,105076.30958850803,True,False,94417000.0
Las Condes,Casa,128.45620250495452,85.64095630818603,2,2,1,15,1,Suroriente,93003.06461091716,False,False,152993000.0
Vitacura,Casa,132.578554241616,131.3585302599609,1,3,3,3,1,Oeste,53160.40403960731,False,False,370999000.0
Independencia,Casa,160.47696360029536,63.88168034968756,4,3,2,11,1,Surponiente,196416.43775489996,False,False,70586000.0
Recoleta,Departamento,54.50114208588032,54.50114208588032,3,2,1,28,21,Norponiente,93974.33906143917,False,False,36118000.0
Ñuñoa,Departamento,38.424958930791774,38.424958930791774,2,2,1,6,19,Nororiente,121410.03048561665,False,True,48229000.0
Santiago Centro,Casa,199.0477147451601,142.41538808679883,4,4,2,13,1,Surponiente,74487.60718496906,True,False,305404000.0
Ñuñoa,Casa,48.14166196288538,48.14166196288538,4,3,3,11,1,Suroriente,107027.47416953351,True,False,122507000.0
Las Condes,Departamento,58.8881101462218,58.8881101462218,5,3,1,34,6,Suroriente,262538.8711934871,True,False,178705000.0
Las Condes,Casa,68.8782310227117,68.8782310227117,4,2,2,4,1,Suroriente,83700.10481273863,True,False,234151000.0
Independencia,Departamento,223.9972961845261,82.81958149033953,2,1,3,16,8,Este,192429.78872707757,False,False,38310000.0
Independencia,Casa,144.66916502057612,128.12096588580943,2,2,3,31,1,Surponiente,118609.72414230504,False,False,80035000.0
Macul,Casa,168.270398721769,25.0,3,3,1,9,1,Sur,153996.92317473228,True,False,35695000.0
Recoleta,Casa,129.80837727893643,129.80837727893643,3,2,0,16,1,Sur,182229.0127698126,False,False,93949000.0
Macul,Casa,89.90563943993833,89.90563943993833,3,4,0,4,1,Este,133613.36922029988,True,False,172313000.0
Vitacura,Casa,151.56456416300838,83.05872683859934,4,1,1,8,1,Sur,102414.64218098551,True,False,228034000.0
La Reina,Casa,42.169201460159826,42.169201460159826,4,2,3,32,1,Este,110695.45108587803,False,False,76958000.0
Ñuñoa,Casa,65.23582739517525,55.34317554205782,5,4,1,35,1,Suroriente,112378.5759176831,False,False,97439000.0
Independencia,Departamento,156.64875896307404,115.82461896678947,3,3,2,35,17,Norte,213218.52784577064,False,False,100437000.0
Puente Alto,Departamento,52.137238458661,52.137238458661,1,2,0,17,12,Surponiente,50000.0,False,True,19863000.0
Vitacura,Departamento,110.54592654190634,83.49895487480401,5,3,2,8,13,Oeste,50000.0,False,False,324715000.0
La Florida,Departamento,112.82438278222942,112.82438278222942,1,4,1,28,10,Suroriente,50000.0,False,False,89751000.0
Recoleta,Departamento,93.5668998331419,53.709598129555104,4,3,1,13,7,Oeste,75303.42832137886,False,False,59274000.0
Las Condes,Casa,30.0,30.0,5,4,3,24,1,Norponiente,155004.15385991812,True,False,127709000.0
Macul,Casa,88.55355544056538,88.55355544056538,5,4,3,14,1,Suroriente,158070.96462020988,False,False,194243000.0
Vitacura,Departamento,78.75158115337572,78.75158115337572,2,4,3,5,1,Nororiente,89624.86792966463,True,False,336627000.0
San Miguel,Casa,128.07199316438493,128.07199316438493,4,2,2,28,1,Sur,118575.42361700803,True,False,191688000.0
Ñuñoa,Departamento,125.52452693497344,55.84241166449229,4,3,3,14,4,Nororiente,64185.06824560826,False,False,110488000.0
Independencia,Departamento,138.8980729968437,53.0589843292508,5,3,1,28,21,Norte,68822.3856296816,True,False,60659000.0
Las Condes,Casa,86.20068635128013,75.65562722169831,4,1,3,3,1,Oeste,148993.34195057725,False,False,182755000.0
Santiago Centro,Casa,146.1388975232946,57.03764633843953,5,1,0,17,1,Surponiente,172384.20305541987,True,False,70323000.0
San Miguel,Casa,42.19966336131584,42.19966336131584,2,1,3,38,1,Suroriente,96159.05877849286,True,False,30219000.0
Recoleta,Departamento,30.0,30.0,5,1,2,15,23,Surponiente,201750.75604154018,True,False,36075000.0
Vitacura,Casa,30.0,30.0,4,3,0,10,1,Norte,168280.2674393055,False,False,92172000.0
Maipú,Departamento,95.03513802140014,95.03513802140014,4,4,0,13,10,Norte,199586.29261277756,True,False,124185000.0
Las Condes,Departamento,82.33508878307212,38.40055296699147,5,4,0,2,17,Sur,104953.09654525408,True,True,181341000.0
Ñuñoa,Departamento,159.46578059273,25.0,5,2,2,37,7,Norte,196034.31228163227,True,False,43282000.0
Providencia,Casa,87.5668706475565,87.5668706475565,5,4,1,17,1,Suroriente,228977.1319987888,False,False,279894000.0
Puente Alto,Casa,133.66881739721336,25.0,3,3,3,19,1,Suroriente,99374.12333219904,True,False,26151000.0
Conchalí,Departamento,160.66482882915386,121.01117585181692,4,3,0,24,24,Surponiente,112291.5480815957,False,False,85123000.0
San Miguel,Casa,85.68404621754422,34.18665094988817,4,3,0,37,1,Surponiente,72614.07487968005,True,False,48335000.0
