indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '4E', 'value': 'East Asia & Pacific (excluding high income)'}",EAP,2007,1929185103.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '4E', 'value': 'East Asia & Pacific (excluding high income)'}",EAP,2006,1914002124.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '4E', 'value': 'East Asia & Pacific (excluding high income)'}",EAP,2005,1898853723.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '4E', 'value': 'East Asia & Pacific (excluding high income)'}",EAP,2004,1883675167.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '4E', 'value': 'East Asia & Pacific (excluding high income)'}",EAP,2003,1868409996.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '4E', 'value': 'East Asia & Pacific (excluding high income)'}",EAP,2002,1852659155.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '4E', 'value': 'East Asia & Pacific (excluding high income)'}",EAP,2001,1836260943.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '4E', 'value': 'East Asia & Pacific (excluding high income)'}",EAP,2000,1819011507.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2023,2111139152.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2022,2107261123.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2021,2102350702.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2020,2095759417.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2019,2086281644.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2018,2074796982.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2017,2061449949.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2016,2045816761.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2015,2030504270.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2014,2014960984.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2013,1998548872.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2012,1981382735.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2011,1964036970.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2010,1948643347.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2009,1934167856.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2008,1919570287.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2007,1904568042.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2006,1889507244.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2005,1874487158.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2004,1859450104.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2003,1844349334.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2002,1828744767.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2001,1812475067.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T4', 'value': 'East Asia & Pacific (IDA & IBRD countries)'}",TEA,2000,1795374943.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2023,349670802.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2022,348627172.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2021,347094588.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2020,346922366.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2019,346454019.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2018,346105839.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2017,345333240.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2016,344655545.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2015,343698622.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2014,342713336.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2013,341575309.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2012,340447763.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2011,339719975.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2010,340460814.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2009,339676755.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2008,338594025.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2007,336965048.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2006,335243820.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2005,333700554.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2004,331997265.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2003,330200359.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2002,328438861.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2001,326858314.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XC', 'value': 'Euro area'}",EMU,2000,325789631.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2023,924969865.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2022,925385334.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2021,925075848.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2020,925088545.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2019,922811778.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2018,919738352.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2017,916236104.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2016,912576858.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2015,908458970.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2014,904324263.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2013,900033335.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2012,895889705.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2011,892361936.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2010,890448752.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2009,887281039.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2008,883840223.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2007,880338408.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2006,877911050.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2005,875366720.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2004,872926624.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2003,870443479.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2002,868204040.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2001,866587785.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,2000,865392493.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2023,249146208.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2022,250834021.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2021,252183790.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2020,250655325.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2019,248858341.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2018,246654915.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2017,244530211.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2016,242407763.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2015,240230296.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2014,238112723.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2013,235981960.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2012,233914075.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2011,231988171.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2010,230106440.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2009,228250911.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2008,226524480.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2007,225016071.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2006,224417513.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2005,223360134.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2004,222413289.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2003,221399692.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2002,220400259.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2001,219435055.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2000,218486597.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2023,459025452.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2022,461440170.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2021,463790894.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2020,463913014.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2019,462573906.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2018,460515553.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2017,458504366.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2016,456330266.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2015,454002756.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2014,451696196.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2013,449310524.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2012,446979977.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2011,444846099.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2010,442936599.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2009,441304973.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2008,439732746.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2007,438680282.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2006,438714358.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2005,438333195.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2004,438136035.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2003,437905932.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2002,437806951.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2001,438100367.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'T7', 'value': 'Europe & Central Asia (IDA & IBRD countries)'}",TEC,2000,438423540.5,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2023,448804042.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2022,447847220.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2021,446564156.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2020,447653554.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2019,447303223.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2018,446953938.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2017,446177810.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2016,445487171.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2015,444550397.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2014,443589388.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2013,442486978.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2012,441416943.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2011,440766686.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2010,441546320.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2009,440928484.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2008,439886269.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2007,438478066.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2006,437007921.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2005,435591941.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2004,434050396.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2003,432426935.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2002,430893295.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2001,429906426.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'EU', 'value': 'European Union'}",EUU,2000,429339162.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2023,1058789534.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2022,1038158122.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2021,1018693078.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2020,996691242.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2019,974824119.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2018,953648681.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2017,933013886.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2016,912614026.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2015,892657785.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2014,873158163.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2013,853223055.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2012,832872724.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2011,812764221.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2010,793160547.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2009,773810618.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2008,754858953.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2007,736917394.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2006,719788972.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2005,702638957.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2004,685830138.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2003,669470707.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2002,653056220.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2001,637301077.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'F1', 'value': 'Fragile and conflict affected situations'}",FCS,2000,622883185.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'XE', 'value': 'Heavily indebted poor countries (HIPC)'}",HPC,2023,917304254.0,,,0
